image_path,relative_path,filename,torn_evidence_score,folded_evidence_score,burnt_evidence_score,stain_evidence_score,torn_dynamic_threshold,folded_dynamic_threshold,burnt_dynamic_threshold,stain_dynamic_threshold,torn_adjustment,folded_adjustment,burnt_adjustment,stain_adjustment,torn_mode,folded_mode,burnt_mode,stain_mode,raw_torn,raw_folded,raw_burnt,raw_stain,predicted_torn,predicted_folded,predicted_burnt,predicted_stain,predicted_normal,predicted_labels,classification_status,min_evidence_margin,normal_rule,burnt_implies_stain,calibration_version
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_108.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_108.jpg,10_new_108.jpg,-0.019900,-0.013600,-0.009700,-0.014600,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.006600,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_109.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_109.jpg,10_new_109.jpg,-0.020100,-0.014200,-0.009400,-0.013700,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.005700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_11.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_11.jpg,10_new_11.jpg,-0.003200,-0.002900,-0.003000,-0.003200,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_110.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_110.jpg,10_new_110.jpg,-0.017400,-0.012600,-0.008600,-0.012300,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.004300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_111.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_111.jpg,10_new_111.jpg,-0.018600,-0.011100,-0.007900,-0.012200,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.004200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_112.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_112.jpg,10_new_112.jpg,-0.016300,-0.010100,-0.006000,-0.010400,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.002400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_113.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_113.jpg,10_new_113.jpg,-0.011300,-0.007100,0.000400,-0.005100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.002900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_114.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_114.jpg,10_new_114.jpg,-0.014000,-0.010100,-0.000900,-0.007100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,moderate_prediction,0.000900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_115.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_115.jpg,10_new_115.jpg,-0.012700,-0.009800,-0.001200,-0.008000,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,uncertain,0.000000,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_116.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_116.jpg,10_new_116.jpg,-0.014000,-0.011300,-0.002700,-0.008800,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,moderate_prediction,0.000800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_117.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_117.jpg,10_new_117.jpg,-0.014800,-0.012200,-0.001600,-0.008200,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,uncertain,0.000200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_118.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_118.jpg,10_new_118.jpg,-0.012100,-0.008800,-0.000900,-0.007300,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,moderate_prediction,0.000700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_119.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_119.jpg,10_new_119.jpg,-0.012400,-0.011100,-0.003300,-0.008300,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,uncertain,0.000300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_12.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_12.jpg,10_new_12.jpg,-0.003000,0.003300,0.000900,0.001300,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.002500,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_120.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_120.jpg,10_new_120.jpg,-0.012300,-0.010800,-0.002000,-0.008100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,uncertain,0.000100,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_121.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_121.jpg,10_new_121.jpg,-0.008600,-0.007000,-0.001300,-0.005800,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.002200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_122.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_122.jpg,10_new_122.jpg,-0.010100,-0.008300,-0.001900,-0.006400,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001600,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_123.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_123.jpg,10_new_123.jpg,-0.008200,-0.008000,-0.002000,-0.006100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001900,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_124.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_124.jpg,10_new_124.jpg,-0.011400,-0.008700,-0.001800,-0.007600,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,moderate_prediction,0.000400,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_125.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_125.jpg,10_new_125.jpg,-0.009200,-0.008700,-0.002500,-0.006900,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001100,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_126.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_126.jpg,10_new_126.jpg,-0.007800,-0.007900,-0.002600,-0.006500,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001500,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_127.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_127.jpg,10_new_127.jpg,-0.007800,-0.007400,-0.001700,-0.006200,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_128.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_128.jpg,10_new_128.jpg,-0.010500,-0.009900,-0.002200,-0.006800,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,1,0,0,0,1,1,Stain; Normal,strong_prediction,0.001200,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_129.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_129.jpg,10_new_129.jpg,-0.027500,-0.000700,-0.009000,-0.019700,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.008700,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_13.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_13.jpg,10_new_13.jpg,-0.002300,0.005800,0.000700,-0.000900,-0.000500,-0.008000,0.003800,-0.008000,0.000000,-0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,1,0,1,0,1,0,1,1,Folded; Stain; Normal,strong_prediction,0.001800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_130.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_130.jpg,10_new_130.jpg,-0.024300,-0.000300,-0.009600,-0.018400,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.008300,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_131.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_131.jpg,10_new_131.jpg,-0.024600,-0.000800,-0.008200,-0.018100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.008800,NOT(Burnt OR Torn),True,v3.1
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_132.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_132.jpg,10_new_132.jpg,-0.027700,-0.003300,-0.009100,-0.018100,-0.000500,0.008000,0.003800,-0.008000,0.000000,0.008000,0.000000,-0.008000,v2_fallback_fallback_nonpositive_evidence,dynamic_clipped,v2_fallback_fallback_inferior_to_v2,dynamic_clipped,0,0,0,0,0,0,0,0,1,Normal,strong_prediction,0.010100,NOT(Burnt OR Torn),True,v3.1
