image_path,relative_path,filename,denomination,note_generation,predicted_labels,classification_status,torn_evidence_score,folded_evidence_score,burnt_evidence_score,stain_evidence_score,human_Torn,human_Folded,human_Burnt,human_Stain,human_Normal,review_status,review_notes
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_202.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_202.jpg,10_new_202.jpg,10,new,Torn; Folded; Burnt,uncertain,0.0005,0.0009,0.004,-0.0063,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_21.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_21.jpg,10_new_21.jpg,10,new,Folded; Burnt; Stain,uncertain,-0.0011,0.0071,0.0018,0.0014,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_344.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_344.jpg,10_new_344.jpg,10,new,Burnt,strong_prediction,-0.0027,-0.0059,0.0035,-0.0056,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_358.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_358.jpg,10_new_358.jpg,10,new,Burnt,strong_prediction,-0.0056,-0.0023,0.0044,-0.0042,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_365.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_365.jpg,10_new_365.jpg,10,new,Burnt,strong_prediction,-0.0018,-0.0012,0.0083,-0.0021,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_396.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_396.jpg,10_new_396.jpg,10,new,Torn,strong_prediction,0.0065,0.0002,-0.0016,-0.0078,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 10 Rupees\10_new_408.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 10 Rupees/10_new_408.jpg,10_new_408.jpg,10,new,Torn,strong_prediction,0.0032,-0.0046,-0.0067,-0.0144,1,1,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_100.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_100.jpg,100_new_100.jpg,100,new,Folded; Stain,moderate_prediction,-0.006,0.001,-0.003,0.005,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_102.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_102.jpg,100_new_102.jpg,100,new,Stain,uncertain,-0.0103,-0.0028,-0.0078,0.0008,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_103.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_103.jpg,100_new_103.jpg,100,new,Normal,uncertain,-0.0113,-0.0024,-0.0088,0.0003,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_104.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_104.jpg,100_new_104.jpg,100,new,Stain,strong_prediction,-0.0059,-0.0006,-0.0042,0.0045,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_105.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_105.jpg,100_new_105.jpg,100,new,Stain,uncertain,-0.0123,-0.0023,-0.0081,0.0005,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_107.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_107.jpg,100_new_107.jpg,100,new,Normal,strong_prediction,-0.0109,-0.0017,-0.0108,-0.0015,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_11.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_11.jpg,100_new_11.jpg,100,new,Normal,strong_prediction,-0.0198,-0.0169,-0.0153,-0.0021,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_112.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_112.jpg,100_new_112.jpg,100,new,Normal,strong_prediction,-0.0134,-0.0064,-0.0129,-0.0035,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_153.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_153.jpg,100_new_153.jpg,100,new,Folded,strong_prediction,-0.0019,0.0026,-0.0107,0.0003,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_154.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_154.jpg,100_new_154.jpg,100,new,Torn; Folded; Burnt; Stain,strong_prediction,0.0082,0.0075,0.0042,0.0075,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_155.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_155.jpg,100_new_155.jpg,100,new,Torn; Folded; Stain,moderate_prediction,0.0022,0.0047,0.001,0.0051,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_21.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_21.jpg,100_new_21.jpg,100,new,Burnt,strong_prediction,-0.0024,-0.0136,0.0056,-0.0004,0,0,1,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_251.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_251.jpg,100_new_251.jpg,100,new,Stain,strong_prediction,-0.0035,-0.0058,-0.0122,0.0031,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_254.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_254.jpg,100_new_254.jpg,100,new,Stain,strong_prediction,-0.0028,-0.0041,-0.0098,0.0037,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_311.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_311.jpg,100_new_311.jpg,100,new,Torn,strong_prediction,0.0056,-0.0074,-0.0025,-0.0006,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_327.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_327.jpg,100_new_327.jpg,100,new,Torn,strong_prediction,0.0027,-0.0042,-0.0069,-0.0045,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_346.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_346.jpg,100_new_346.jpg,100,new,Folded,strong_prediction,-0.0018,0.004,-0.0061,-0.0026,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_355.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_355.jpg,100_new_355.jpg,100,new,Torn,strong_prediction,0.0042,-0.0003,-0.0023,0.0002,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_383.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_383.jpg,100_new_383.jpg,100,new,Folded,strong_prediction,-0.0006,0.007,-0.0013,-0.0034,1,1,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_401.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_401.jpg,100_new_401.jpg,100,new,Burnt,strong_prediction,-0.0122,-0.0069,0.0055,-0.0065,1,1,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 100 Rupees\100_new_512.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 100 Rupees/100_new_512.jpg,100_new_512.jpg,100,new,Burnt,strong_prediction,-0.0165,-0.0176,0.0058,-0.0025,1,1,1,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_1.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_1.jpg,20_new_1.jpg,20,new,Normal,strong_prediction,-0.0151,-0.0079,-0.0102,-0.0048,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_10.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_10.jpg,20_new_10.jpg,20,new,Normal,strong_prediction,-0.0139,-0.0057,-0.0089,-0.0042,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_100.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_100.jpg,20_new_100.jpg,20,new,Normal,strong_prediction,-0.0178,-0.0114,-0.0129,-0.0051,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_169.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_169.jpg,20_new_169.jpg,20,new,Torn; Folded,moderate_prediction,0.0042,0.0015,-0.0036,-0.0034,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_170.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_170.jpg,20_new_170.jpg,20,new,Torn; Folded,moderate_prediction,0.0042,0.0015,-0.0036,-0.0034,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_176.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_176.jpg,20_new_176.jpg,20,new,Torn,strong_prediction,0.0032,-0.0031,-0.0077,-0.0063,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_177.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_177.jpg,20_new_177.jpg,20,new,Torn,strong_prediction,0.0032,-0.0031,-0.0077,-0.0063,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_181.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_181.jpg,20_new_181.jpg,20,new,Normal,uncertain,0.0003,-0.0044,-0.0063,-0.0047,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_182.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_182.jpg,20_new_182.jpg,20,new,Torn; Folded; Stain,uncertain,0.0021,0.0042,-0.0012,0.0005,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_183.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_183.jpg,20_new_183.jpg,20,new,Folded,strong_prediction,-0.001,0.0027,-0.0026,-0.0014,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_186.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_186.jpg,20_new_186.jpg,20,new,Torn; Folded,strong_prediction,0.0026,0.0045,0.0008,-0.002,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_188.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_188.jpg,20_new_188.jpg,20,new,Torn; Folded; Burnt; Stain,uncertain,0.0009,0.0027,0.0026,0.0008,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_194.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_194.jpg,20_new_194.jpg,20,new,Folded,strong_prediction,0.0002,0.0071,-0.0027,-0.0034,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_198.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_198.jpg,20_new_198.jpg,20,new,Folded,strong_prediction,-0.0011,0.0057,-0.0034,-0.0049,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_287.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_287.jpg,20_new_287.jpg,20,new,Burnt,strong_prediction,-0.0072,-0.0099,0.0037,-0.0074,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_289.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_289.jpg,20_new_289.jpg,20,new,Burnt,strong_prediction,-0.0053,-0.0061,0.0038,-0.0045,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_298.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_298.jpg,20_new_298.jpg,20,new,Burnt,strong_prediction,-0.0019,-0.0013,0.0043,-0.0052,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_345.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_345.jpg,20_new_345.jpg,20,new,Torn,strong_prediction,0.0044,-0.0013,0.0009,-0.0086,0,1,0,0,1,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_487.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_487.jpg,20_new_487.jpg,20,new,Stain,strong_prediction,-0.0056,-0.0041,-0.0031,0.0031,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_491.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_491.jpg,20_new_491.jpg,20,new,Stain,strong_prediction,-0.0067,-0.0024,-0.0047,0.0039,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 20 Rupees\20_new_494.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 20 Rupees/20_new_494.jpg,20_new_494.jpg,20,new,Stain,strong_prediction,-0.0015,-0.0014,-0.0023,0.0037,1,0,0,0,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_10.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_10.jpg,50_new_10.jpg,50,new,Normal,uncertain,-0.0103,0.0004,-0.0048,-0.0003,1,1,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_100.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_100.jpg,50_new_100.jpg,50,new,Burnt; Stain,moderate_prediction,-0.0063,-0.0061,0.0024,0.0064,1,0,0,1,0,verified,
C:\Users\Rithin\OneDrive\Desktop\Python Program\currency-note-recognition-with-vinit-module\clip_damage_classifier\data\extracted\Spoilt Indian Banknotes\Spoilt New Indian Bank Notes\New 50 Rupees\50_new_101.jpg,Spoilt Indian Banknotes/Spoilt New Indian Bank Notes/New 50 Rupees/50_new_101.jpg,50_new_101.jpg,50,new,Burnt; Stain,strong_prediction,-0.0025,-0.0038,0.0045,0.0072,1,0,0,1,0,verified,
